#{"t_start": 1767728929.474514, "env_id": null}
r,l,t
988.745543,240,0.049171
675.972993,240,0.08967
989.210354,240,0.128696
986.75521,240,0.168459
1387.152655,240,0.207703
983.602185,240,0.246781
788.778749,240,0.285568
325.203378,240,0.324567
982.092738,240,0.793182
782.100323,240,0.833705
780.623378,240,0.871704
556.886881,240,0.909568
784.835904,240,0.948442
1287.459144,240,0.986217
1185.815759,240,1.024011
667.739832,240,1.06184
691.294372,240,1.101107
983.20565,240,1.538131
772.078913,240,1.576265
1094.930295,240,1.614292
1286.938499,240,1.652357
977.812902,240,1.691525
882.663031,240,1.730642
442.919672,240,1.768742
984.043205,240,1.806839
1291.803264,240,2.246385
676.659877,240,2.285222
1185.944256,240,2.323751
1191.597655,240,2.362326
785.299139,240,2.400476
886.42203,240,2.438538
976.275923,240,2.476942
986.165044,240,2.515601
986.047908,240,2.554135
679.629126,240,2.992502
781.724392,240,3.031452
461.906969,240,3.071447
1088.639027,240,3.111208
881.525745,240,3.152371
978.904681,240,3.193505
886.57716,240,3.235379
689.842069,240,3.275943
887.588918,240,3.872524
786.485566,240,3.913897
875.004026,240,3.953784
560.761717,240,3.99299
883.609204,240,4.033174
785.215656,240,4.072593
1185.676522,240,4.112348
888.025268,240,4.151836
1179.629255,240,4.192458
681.401064,240,4.654216
689.051868,240,4.693477
380.6883,240,4.733729
679.531994,240,4.773703
570.406788,240,4.81447
1286.985087,240,4.855314
1281.408512,240,4.89464
785.911867,240,4.933132
1485.453776,240,5.386094
885.789854,240,5.426679
881.649855,240,5.466899
1088.470051,240,5.506398
1088.899172,240,5.546789
984.40887,240,5.586725
1183.972885,240,5.626585
887.684754,240,5.666685
784.237547,240,5.70597
879.838764,240,6.159883
888.489086,240,6.198862
887.618977,240,6.238494
782.688108,240,6.277939
672.218354,240,6.316588
679.465015,240,6.356186
982.7826,240,6.395705
1286.710306,240,6.434583
480.981022,240,6.897779
781.271434,240,6.938433
782.116401,240,6.978453
