#{"t_start": 1767731762.567345, "env_id": null}
r,l,t
385.443701,240,21.792051
166.099129,240,21.856535
171.502623,240,21.922272
470.209826,240,21.985061
-955.254374,219,22.044811
-418.037487,198,22.099676
-721.769272,129,22.133326
-912.470957,48,22.14506
-863.837333,176,22.193527
-726.825807,215,22.2548
-732.45257,106,22.284434
-727.482979,135,22.323436
453.057797,240,22.386233
369.984254,240,22.450962
-723.248305,90,22.473924
-934.102589,95,22.498997
548.855967,240,22.564827
-952.96771,237,22.627783
-815.355943,101,22.654352
-925.231331,125,22.686702
470.736178,240,22.750378
-814.383155,101,22.777695
178.058681,240,22.84507
-713.506843,77,22.865985
-1041.413938,141,22.90535
-913.822671,62,22.92112
-924.47242,150,22.96394
-1004.740145,50,22.978078
-1017.994958,100,23.004369
-934.938041,92,23.029026
-1036.235537,130,23.063816
-847.574064,235,23.126163
-1014.730232,56,23.142356
-810.286136,62,23.159112
-717.627146,99,23.184796
56.328855,240,23.246645
466.416418,240,23.313234
-915.711028,105,23.341595
35.483489,240,23.404726
-827.71359,95,23.430209
-1008.903094,42,23.440857
-731.247687,143,23.478441
-744.419704,204,23.538329
-829.909792,152,23.578028
-909.867711,87,23.601481
-911.002688,73,23.6227
-936.743033,97,23.650119
-839.876906,175,23.698982
-814.403197,83,23.7221
-947.99296,172,23.766126
-1012.646683,80,23.787023
-1010.540428,65,23.805726
271.749204,240,23.869063
-542.506199,234,23.928994
-834.127896,171,23.97481
-822.488311,81,23.996108
-743.743617,162,24.039913
-915.17384,73,24.060297
362.287987,240,24.123938
-722.899893,140,24.163396
-932.160883,140,24.203771
-816.109204,120,24.238065
536.501539,240,24.304146
-1006.60026,40,24.317067
-933.662403,138,24.35473
-918.882806,66,24.371497
-627.275573,147,24.410102
-949.981447,144,24.45095
-815.5995,106,24.4801
-739.459714,202,24.533719
-625.710445,148,24.571174
-733.070805,170,24.620822
-1022.996518,106,24.649448
145.337263,240,24.713091
-729.340809,149,24.754661
269.074417,240,24.818137
58.180289,240,24.880666
-1028.39486,147,24.920104
46.079605,240,24.984406
-813.138771,53,24.998637
161.739641,240,25.064788
-842.804407,198,25.117105
-1020.930415,97,25.145294
-915.501877,106,25.17567
-819.855678,106,25.202945
-918.286777,116,25.233979
343.995857,240,25.29623
-1008.250176,43,25.307162
181.203839,240,25.370982
273.063684,240,25.436716
