#{"t_start": 1767693697.8165314, "env_id": null}
r,l,t
-1007.826922,32,21.249709
-1010.249982,38,21.280626
-1007.385806,33,21.306755
-807.501857,35,21.333673
-1007.122612,30,21.359687
-1011.567493,55,21.394761
-1007.306373,33,21.418721
-1008.31408,31,21.443625
-1009.532293,34,21.465734
-1008.98642,36,21.488757
-1008.829846,31,21.510665
-1009.219591,51,21.550694
-1009.874496,37,21.576683
-907.468912,30,21.594662
-1008.177634,28,21.614744
-1006.528214,40,21.640735
-906.835219,41,21.671701
-1006.135486,44,21.709495
-1009.252472,36,21.743406
-1008.825232,36,21.782624
-1007.064589,34,21.809554
-1007.671006,35,21.837694
-1008.340755,28,21.858639
-1010.5368,47,21.890751
-1007.264139,38,21.915651
-1009.435007,41,21.944769
-1008.05442,42,21.97272
-1012.389463,47,22.013718
-907.634315,45,22.059707
-1007.453816,43,22.093781
-1007.397673,35,22.119707
-1008.305678,38,22.150768
-1007.920856,40,22.177719
-1008.95785,35,22.20153
-1007.359999,36,22.225726
-1008.045492,37,22.248664
-906.41239,29,22.270807
-909.116968,42,22.303737
-906.528349,30,22.325679
-1007.194728,36,22.35673
-1007.402631,38,22.379724
-1007.816284,37,22.40779
-1007.325229,30,22.428795
-1009.792877,38,22.459706
-1008.111246,30,22.479733
-905.970509,38,22.505718
-906.057938,33,22.528797
-1008.083961,28,22.550823
-1006.968945,40,22.581763
-1007.861936,33,22.612818
-1008.425653,35,22.636779
-1008.581902,31,22.655728
-1009.473213,34,22.677842
-1008.052836,30,22.695788
-1006.652425,29,22.715847
-906.056784,36,22.740891
-906.740205,28,22.764792
-1007.594021,42,22.797787
-906.516205,30,22.822745
-1010.368237,36,22.843861
-1006.50283,35,22.871866
-1007.412277,34,22.900849
-1010.23734,41,22.931724
-1012.36854,37,22.959649
-1006.765295,37,22.991522
-1005.112721,32,23.013785
-1008.461274,32,23.038827
-1007.517173,31,23.062792
-1008.088595,43,23.096754
-1009.788982,53,23.141743
-1010.329819,34,23.163796
-1009.166905,31,23.186872
-1008.052549,31,23.213886
-908.964929,41,23.239784
-1014.863003,54,23.293806
-1007.073252,28,23.316824
-906.132577,37,23.34583
-1008.464642,32,23.370822
-1007.269061,26,23.3929
-1009.128827,36,23.426803
-1010.238051,34,23.455897
-908.176614,32,23.489803
-1007.560619,34,23.52983
-907.178435,27,23.551685
-1008.9693,34,23.578781
-1007.925246,37,23.604676
-807.822326,35,23.628871
-909.542209,34,23.656793
-1009.538542,40,23.682834
-1009.405377,32,23.712922
-906.07951,32,23.732864
-1006.673991,37,23.760848
-1007.814594,38,23.791841
-908.164065,35,23.815778
-1007.241402,28,23.832842
-1007.998177,37,23.859823
-1007.196911,26,23.875812
-908.677391,34,23.90484
-907.208272,34,23.928831
-1009.296984,34,23.952938
-1009.270019,36,23.979805
-1006.156206,33,24.013855
-907.28161,40,24.0599
-1007.578558,33,24.083941
-1007.154963,37,24.118871
-1008.855761,37,24.163951
-1010.444126,48,24.203864
-1008.520309,37,24.22985
-908.38833,49,24.273931
-1008.179624,37,24.302956
-1006.951163,37,24.327889
-1007.483569,29,24.344815
-906.897908,34,24.366951
-1008.00044,34,24.387866
-1007.721574,32,24.40986
-1008.597308,38,24.436901
-1007.341032,36,24.46596
-1009.854819,32,24.48594
-1007.274294,38,24.515878
-1008.59628,46,24.550812
-807.897041,32,24.580925
-906.675858,35,24.609874
-1009.42327,29,24.630905
-1007.42912,42,24.660819
-1009.068211,34,24.68675
-1007.661505,27,24.708854
-908.447493,40,24.735893
-1008.562305,37,24.769884
-1008.055501,31,24.795841
-1007.804318,40,24.821004
-1006.720649,36,24.845901
-1008.989736,35,24.881969
-905.638028,31,24.906874
-908.164147,40,24.933874
-908.002575,40,24.960979
-1007.340955,41,24.996963
-1008.33002,33,25.019989
-1009.663579,32,25.046912
-1009.24237,33,25.076915
-908.590963,31,25.09592
-907.533773,27,25.114922
-1006.876401,33,25.137916
-1009.061555,35,25.167999
-1008.086664,42,25.202961
-1007.318503,36,25.235016
-1008.298174,33,25.26593
-1008.797695,35,25.287924
-1007.927431,39,25.323938
-1006.487019,35,25.356904
-1007.919523,34,25.394939
-1008.769523,33,25.426937
-1006.258832,30,25.448988
-1005.270141,33,25.470929
-1007.392242,32,25.502949
-909.064306,36,25.526913
-1008.517597,34,25.551987
-907.478386,36,25.59886
-1007.546624,35,25.631938
-1008.288856,30,25.674903
-1006.742579,28,25.70981
-907.761317,35,25.753938
-1009.700727,33,25.798954
-1012.507219,46,25.845829
