#{"t_start": 1767737369.037167, "env_id": null}
r,l,t
-45.502872,240,773.587406
360.161443,240,777.188939
167.865375,240,780.78738
254.93015,240,784.438483
567.401551,240,787.927221
587.595332,240,791.662591
266.583584,240,795.184312
577.50494,240,798.381537
461.773134,240,801.797469
484.617161,240,804.788807
666.657897,240,807.715408
382.082287,240,810.663575
232.630312,240,813.656616
252.189962,240,816.651039
103.534098,240,819.588788
203.92215,240,822.513115
276.019612,240,825.433468
265.8503,240,828.381316
274.557662,240,831.357646
146.564162,240,834.263717
152.782114,240,837.158536
270.00378,240,840.177034
679.168959,240,843.108719
369.175956,240,846.005687
361.758243,240,848.924536
678.465344,240,851.921559
381.87977,240,854.840873
480.503452,240,857.78946
170.554929,240,860.748579
554.55387,240,863.717413
110.996577,240,866.614289
165.647682,240,869.495479
376.640327,240,872.470983
448.673455,240,875.480902
272.666302,240,878.571454
479.122846,240,881.562681
779.480265,240,884.450888
572.091888,240,887.462954
569.142877,240,890.372826
274.326164,240,893.25048
382.432475,240,896.146393
586.681096,240,899.139297
483.049679,240,902.106911
485.700962,240,905.075541
776.541935,240,908.268476
380.380428,240,911.321577
206.001002,240,914.251805
378.034296,240,917.141745
370.090793,240,920.107536
470.5904,240,923.13045
581.164551,240,926.189665
485.674913,240,929.142909
217.159174,240,932.166097
275.871024,240,935.199451
584.83835,240,938.174975
254.802122,240,941.114551
577.253979,240,944.098341
686.611844,240,947.052784
378.998787,240,950.03223
687.022885,240,952.976311
426.295078,240,955.913477
588.074044,240,958.920819
581.812197,240,961.841648
273.087684,240,964.773016
383.597442,240,967.71658
140.57138,240,970.784548
276.070229,240,973.702505
580.259781,240,976.664883
219.635024,240,979.576366
481.416434,240,982.546366
674.650278,240,985.508641
571.089791,240,988.499398
474.171078,240,991.429573
379.25561,240,994.403703
458.664651,240,997.338849
276.109489,240,1000.471082
-921.947087,62,1001.280713
271.117829,240,1004.511537
273.918762,240,1007.599847
484.027725,240,1010.760535
485.519537,240,1014.032629
-726.77864,103,1015.372195
784.17878,240,1018.409476
473.482574,240,1021.482326
481.168133,240,1024.476552
677.140977,240,1027.541756
255.008275,240,1030.494491
586.263455,240,1033.718274
483.56488,240,1037.170667
477.474687,240,1040.68548
465.532107,240,1043.810503
346.407451,240,1046.939707
361.256479,240,1050.186375
381.200103,240,1053.575568
152.554608,240,1056.558506
237.130757,240,1059.672616
479.115436,240,1062.633665
576.921183,240,1065.895626
378.918469,240,1068.901
179.36883,240,1071.956646
478.228269,240,1075.009256
247.765926,240,1078.006515
365.919989,240,1080.96066
575.847211,240,1083.964521
276.755095,240,1086.981584
237.562294,240,1090.037687
679.635857,240,1093.203779
247.963344,240,1096.388585
485.637254,240,1099.334877
573.921838,240,1102.327751
582.492606,240,1105.333611
365.841216,240,1108.334553
358.286147,240,1111.352763
-850.224752,134,1113.090803
481.182278,240,1116.027692
568.591257,240,1119.032504
583.867164,240,1122.086646
381.026208,240,1125.453486
32.04834,240,1128.498743
564.563445,240,1131.507523
346.794801,240,1134.459416
590.006509,240,1137.45996
445.5323,240,1140.463469
478.176018,240,1143.509992
478.762504,240,1146.517483
223.090552,240,1149.529501
174.131283,240,1152.509906
578.574203,240,1155.440668
272.117288,240,1158.459639
472.753959,240,1161.498746
367.216093,240,1164.463812
386.61944,240,1167.440801
263.646963,240,1170.437809
782.741321,240,1173.560812
886.756322,240,1176.538705
171.023119,240,1179.504825
676.502932,240,1182.443344
570.677459,240,1185.492445
172.692163,240,1188.463543
372.033408,240,1191.419805
487.433606,240,1194.3365
677.818994,240,1197.280495
384.264524,240,1200.300898
790.431334,240,1203.254904
479.69485,240,1206.252472
372.065655,240,1209.30127
