#{"t_start": 1767643730.9206097, "env_id": null}
r,l,t
589.168081,240,1242.715138
398.398706,240,1246.170383
492.289638,240,1249.578358
495.120718,240,1253.001557
390.52227,240,1256.397572
289.276452,240,1259.351611
179.039812,240,1262.231722
388.679644,240,1265.34045
583.818027,240,1268.290314
383.490195,240,1271.561343
591.178292,240,1274.796493
182.863546,240,1278.486604
296.728706,240,1282.521789
283.545758,240,1286.335334
594.525684,240,1289.785144
267.379839,240,1293.512694
198.885945,240,1297.179142
395.722995,240,1300.672698
592.544231,240,1304.402872
161.458852,240,1307.948099
687.259895,240,1311.458564
382.39237,240,1314.773579
283.906838,240,1317.960251
393.971708,240,1321.425864
686.963743,240,1324.789085
493.930848,240,1328.059914
90.154924,240,1331.309498
386.563725,240,1334.768643
389.480156,240,1338.011736
361.886402,240,1341.33569
485.473447,240,1344.667099
-992.986798,215,1348.302444
375.048041,240,1351.930856
384.046021,240,1355.984443
90.331216,240,1359.822479
594.115737,240,1363.480872
387.946181,240,1367.00983
592.116778,240,1370.424739
797.871143,240,1373.899632
489.362298,240,1377.787634
385.866778,240,1381.282851
-1.201817,240,1385.168772
392.597057,240,1389.148181
157.435399,240,1392.911043
480.107377,240,1396.519485
171.745531,240,1400.094706
489.370794,240,1404.232495
91.574752,240,1408.07183
191.637261,240,1411.527383
85.61075,240,1415.512448
591.324367,240,1419.07287
78.707738,240,1422.442308
389.648286,240,1425.749712
684.609041,240,1429.030423
97.550047,240,1432.261706
292.9654,240,1435.578879
588.031456,240,1438.811962
482.490467,240,1442.226207
488.57075,240,1445.64859
890.318876,240,1448.950752
281.646595,240,1452.45664
283.742478,240,1455.90009
792.58868,240,1459.286752
267.805851,240,1462.711823
491.560785,240,1466.253498
125.121591,240,1469.721542
117.349804,240,1472.880528
378.529223,240,1476.169818
379.92715,240,1479.307164
484.365391,240,1482.61234
590.304304,240,1486.052638
594.996109,240,1489.445364
687.745231,240,1492.759982
185.484464,240,1496.003489
74.10237,240,1499.006209
185.035381,240,1502.278092
57.356731,240,1505.477235
80.130468,240,1508.661185
387.486433,240,1512.15489
794.658844,240,1515.541031
389.752341,240,1518.845503
484.291111,240,1522.667132
485.68545,240,1526.26064
181.997019,240,1529.984326
278.208748,240,1533.458101
392.747251,240,1537.035062
-2.844246,240,1540.750844
295.308271,240,1544.628119
89.33954,240,1548.402476
179.550264,240,1551.884162
292.524471,240,1555.247464
786.561366,240,1558.927166
488.92208,240,1562.462619
491.386576,240,1565.903004
286.58387,240,1569.148054
486.853669,240,1572.489364
490.234081,240,1576.141466
489.671361,240,1579.570316
378.047632,240,1583.224158
192.22167,240,1586.696531
378.759481,240,1590.147269
180.060099,240,1593.491783
485.07437,240,1596.998418
486.772981,240,1600.549113
493.341003,240,1604.180644
194.576599,240,1607.815756
383.564443,240,1611.430654
375.002263,240,1615.054539
485.809168,240,1619.080655
294.39171,240,1622.859769
590.025951,240,1626.310104
382.025276,240,1629.909666
-30.058703,240,1633.74821
794.932459,240,1637.62698
274.913955,240,1641.707835
582.600804,240,1645.266854
484.982391,240,1648.500888
486.479404,240,1651.992898
296.558129,240,1655.271462
593.365818,240,1658.576451
480.877445,240,1662.095953
196.290007,240,1665.593314
394.831609,240,1668.930441
296.794068,240,1672.047246
480.355864,240,1675.089552
581.099887,240,1678.117892
684.750092,240,1681.541765
793.99679,240,1684.929131
289.589731,240,1688.475035
387.144535,240,1691.941129
688.988369,240,1695.335927
386.477617,240,1698.927201
593.263654,240,1702.296294
688.981312,240,1705.597525
187.710432,240,1709.109134
790.494739,240,1712.319516
686.540908,240,1715.631751
590.84742,240,1718.892819
586.400782,240,1722.556978
590.448601,240,1728.290081
385.166456,240,1732.502828
289.497442,240,1736.131726
799.074095,240,1740.03303
176.80634,240,1743.995871
83.670846,240,1747.878411
894.958993,240,1751.661074
790.001641,240,1755.693419
791.807368,240,1759.596868
485.695689,240,1763.9571
282.806094,240,1767.947947
584.07651,240,1771.667094
172.124907,240,1775.498715
489.369024,240,1779.462219
584.430881,240,1783.335253
582.330817,240,1787.263127
378.172944,240,1790.787914
687.157982,240,1794.197923
389.195537,240,1797.655413
890.191141,240,1801.042151
292.948132,240,1804.272691
488.219983,240,1807.592191
587.937585,240,1810.823546
790.239985,240,1814.016799
686.004692,240,1817.287945
892.280859,240,1820.599656
389.716654,240,1823.768546
688.930022,240,1826.963616
289.261663,240,1830.350983
288.524645,240,1834.136123
194.557332,240,1837.551379
255.119517,240,1841.247139
586.493707,240,1845.155483
384.349016,240,1849.087801
486.675392,240,1852.435792
193.90744,240,1856.224824
585.952695,240,1859.688585
789.587029,240,1862.862459
1197.099081,240,1866.116389
487.831923,240,1869.493156
171.749794,240,1873.006499
593.879495,240,1876.646656
379.347658,240,1880.408477
