#{"t_start": 1767751124.1224916, "env_id": null}
r,l,t
-1007.713286,36,0.030464
-1007.039916,43,0.046422
570.050222,240,2.727324
876.290448,240,5.633486
979.366691,240,8.634748
1089.526169,240,11.536937
782.969048,240,14.382469
978.667415,240,17.335349
1286.199628,240,20.240509
1092.250055,240,23.085806
1188.319657,240,25.992906
1091.601099,240,28.857994
1085.317457,240,31.770236
790.375206,240,34.669446
1093.000518,240,37.538678
1184.841404,240,40.389828
541.850783,240,43.304174
1088.478368,240,46.203215
672.635919,240,49.122439
886.25488,240,52.015677
987.445815,240,54.875362
786.406881,240,57.802908
682.192467,240,60.731248
885.756436,240,63.616423
777.708634,240,66.52463
568.601794,240,69.414856
1089.735621,240,72.284952
575.384978,240,75.183236
881.833158,240,78.088411
884.448439,240,80.977634
885.463111,240,83.846008
890.492147,240,86.699022
571.266818,240,89.609205
139.078252,240,92.4713
680.414517,240,95.331557
1187.800682,240,98.231781
681.10517,240,101.15995
987.005398,240,104.036136
1184.606335,240,106.924351
578.192423,240,109.789424
886.580818,240,112.671748
992.029312,240,115.564976
691.476364,240,118.473161
578.47819,240,121.33316
680.428501,240,124.211514
988.254007,240,127.11375
788.684986,240,129.965934
991.74776,240,132.86208
783.056426,240,135.694295
1093.655384,240,138.578082
681.932192,240,141.452359
678.017854,240,144.378061
687.09822,240,147.306269
1084.500831,240,150.157681
680.440545,240,153.049504
981.175514,240,155.911008
684.905378,240,158.775898
682.714831,240,161.630274
684.228701,240,164.542595
692.128399,240,167.396835
888.551847,240,170.286873
885.249231,240,173.109998
884.228356,240,175.991654
580.660786,240,178.920947
680.251129,240,181.843717
778.64061,240,184.737874
781.370192,240,187.598848
989.075069,240,190.508362
794.336624,240,193.425638
991.219218,240,196.329535
985.303929,240,199.263916
571.558975,240,202.18225
882.609679,240,205.060337
991.698359,240,207.919244
886.70916,240,210.762756
688.824897,240,213.649636
786.976722,240,216.550139
782.84383,240,219.370307
880.324336,240,222.312263
786.123336,240,225.190717
1295.770048,240,228.057015
785.241407,240,230.936676
985.055193,240,233.820338
777.147141,240,236.744525
1087.825583,240,239.63954
880.680055,240,242.502966
878.854086,240,245.412564
789.080782,240,248.437979
1085.446754,240,253.595868
890.28673,240,256.605602
783.780666,240,259.916953
779.386903,240,263.112467
992.667088,240,266.295762
679.521935,240,269.436393
1097.341314,240,272.641113
789.726455,240,275.825016
689.754091,240,279.006382
584.994245,240,282.260348
985.488711,240,285.458342
988.161898,240,288.660232
984.858654,240,291.900072
986.150452,240,294.937459
880.326608,240,297.810336
685.979509,240,300.715306
578.247408,240,303.594976
1091.50108,240,306.49506
886.797008,240,309.349008
695.850617,240,312.22021
882.473375,240,315.111488
782.99054,240,318.049442
791.56955,240,320.948795
982.504575,240,323.808046
1088.722752,240,326.682541
983.42848,240,329.541342
681.139773,240,332.367851
586.47762,240,335.275979
587.974433,240,338.189347
1089.559345,240,341.062186
991.852099,240,343.92172
1083.720129,240,346.789972
680.738028,240,349.679671
882.184751,240,352.61318
979.578094,240,355.506537
781.557999,240,358.368344
786.834644,240,361.24585
890.187041,240,364.042233
792.350989,240,366.878002
1091.060639,240,369.727064
1084.843918,240,372.624233
598.98459,240,375.455221
1381.730938,240,378.360859
781.666969,240,381.228011
981.163027,240,384.129148
989.906306,240,387.074567
882.779406,240,389.918538
1085.603215,240,392.817967
987.365443,240,395.748251
780.167996,240,398.615157
1183.07915,240,401.458387
781.933337,240,404.362749
1091.663508,240,407.232075
983.576417,240,410.120141
1188.151709,240,412.978164
992.336694,240,415.851177
779.554638,240,418.767371
681.283066,240,421.688512
1494.160173,240,424.606896
1187.430302,240,427.476952
880.825347,240,430.382141
779.413802,240,433.252326
1186.830102,240,436.171567
985.35541,240,439.101756
787.467217,240,442.063936
1088.691222,240,444.993085
886.5754,240,447.844362
1189.454187,240,450.703509
785.033117,240,453.632657
885.989806,240,456.534896
885.792015,240,459.395051
1186.044919,240,462.210148
1087.931177,240,465.132953
981.773153,240,467.995667
674.994243,240,470.907847
680.46707,240,473.826082
879.628305,240,476.706256
1292.486088,240,479.586429
891.482088,240,482.453625
786.862476,240,485.36182
879.574074,240,488.286077
789.636964,240,491.255268
885.040685,240,494.143452
784.649296,240,497.044447
1093.950615,240,500.005212
888.078642,240,502.901008
884.009762,240,505.798177
983.587789,240,508.686459
886.695069,240,511.595606
782.801204,240,514.544752
780.999609,240,517.421961
989.885829,240,520.329177
992.960627,240,523.140589
788.285601,240,526.016531
994.455969,240,528.925781
688.768841,240,531.805939
686.673195,240,534.659153
784.197098,240,537.557357
784.748354,240,540.456558
990.888047,240,543.379704
988.493568,240,546.274005
1085.774531,240,549.138661
998.098675,240,552.001279
985.401014,240,554.875544
886.61465,240,557.847587
787.065514,240,560.782753
888.112548,240,563.877036
1193.665226,240,566.904321
1086.874684,240,569.824556
990.542584,240,572.712726
790.140426,240,575.578957
880.030545,240,578.470224
895.140385,240,581.384329
675.653625,240,584.262611
891.541375,240,587.104722
779.29924,240,589.947916
580.339472,240,592.809218
785.801587,240,595.730273
882.276504,240,598.641443
888.455954,240,601.509628
786.580669,240,604.404848
891.801546,240,607.335064
884.918143,240,610.248197
1089.264939,240,613.139423
885.201697,240,616.133118
984.828857,240,619.129936
1185.953657,240,621.999996
875.637799,240,624.883448
775.61536,240,627.784454
1192.597256,240,630.647625
883.795417,240,633.535771
896.166658,240,636.412008
1189.252118,240,639.325188
492.886697,240,642.17134
883.067197,240,645.042553
1091.563993,240,647.900747
781.518671,240,650.843981
689.850358,240,653.677136
685.226718,240,656.500335
984.772126,240,659.41558
1192.30288,240,662.342707
980.643359,240,665.204924
1086.267548,240,668.105144
984.711663,240,671.004319
986.453851,240,673.904539
781.298774,240,676.853616
1091.925602,240,679.770948
464.559333,240,682.70905
781.310796,240,685.656276
571.514884,240,688.571485
893.710797,240,691.442711
776.976602,240,694.346876
986.463653,240,697.239136
783.851638,240,700.193213
890.228115,240,703.093534
1084.921644,240,705.982697
782.451999,240,708.849913
1087.016575,240,711.804096
785.681047,240,714.61718
1087.033062,240,717.464471
989.901453,240,720.305678
895.940765,240,723.139767
582.812991,240,726.074927
882.642489,240,728.917213
788.136354,240,731.762461
685.994085,240,734.700586
986.497486,240,737.699043
987.320854,240,740.587429
686.430527,240,743.496522
1090.994913,240,746.384421
1088.019508,240,749.251753
888.076363,240,752.136949
776.77792,240,755.051435
887.860248,240,757.94361
887.150331,240,760.81436
786.256143,240,763.695064
784.23213,240,766.58879
789.864774,240,769.510291
698.219745,240,772.382516
882.972132,240,775.231594
887.304004,240,778.149927
1087.593603,240,781.095551
1189.836112,240,783.948074
697.057541,240,786.83937
786.671517,240,789.761363
1393.493286,240,792.632833
576.000047,240,795.494697
776.560291,240,798.408154
884.018367,240,801.293424
886.304858,240,804.133583
1086.715141,240,807.028468
787.979286,240,809.926698
987.414833,240,812.963836
882.052248,240,815.889041
783.53823,240,818.808255
783.968743,240,821.653452
990.355041,240,824.474562
1089.823038,240,827.361838
1090.18933,240,830.247513
577.513981,240,833.150164
986.906512,240,836.101353
879.168335,240,838.944656
778.505308,240,841.826826
1187.168332,240,844.753034
885.887205,240,847.668165
786.550709,240,850.52539
775.258891,240,853.43563
882.947546,240,856.709758
679.700689,240,861.981787
577.470226,240,865.11749
783.185295,240,868.383477
883.936719,240,871.584748
1193.612681,240,874.757157
686.247384,240,877.931832
581.046903,240,881.099137
885.270768,240,884.302956
779.225623,240,887.556204
783.621297,240,890.79378
782.981619,240,894.028993
979.274967,240,897.335385
1080.873817,240,900.604717
1090.074779,240,903.670027
1285.63683,240,906.58706
1186.502219,240,909.514358
460.755517,240,912.423025
882.884108,240,915.275829
986.285054,240,918.261192
1187.212652,240,921.167064
886.406009,240,924.040299
775.84243,240,926.935582
988.945532,240,929.85176
1084.404027,240,932.778934
787.13321,240,935.718098
782.126104,240,938.592384
880.761312,240,941.493494
571.570005,240,944.417691
984.161719,240,947.349985
776.236888,240,950.188135
981.871887,240,953.110323
793.812765,240,955.950487
980.368799,240,958.841624
1086.689071,240,961.749927
888.058612,240,964.622057
782.609583,240,967.532305
779.671004,240,970.471498
1387.816938,240,973.336687
884.592505,240,976.246822
885.783694,240,979.189123
992.633254,240,982.142252
885.089748,240,985.008519
583.418712,240,987.899688
890.636321,240,990.811874
782.500975,240,993.755068
888.126151,240,996.685284
984.726413,240,999.570427
987.459644,240,1002.554653
1084.992956,240,1005.468837
982.56525,240,1008.400107
679.544439,240,1011.307253
884.911275,240,1014.203343
984.998056,240,1017.153647
1282.488556,240,1020.037742
886.055674,240,1022.895976
1188.371588,240,1025.793162
783.150383,240,1028.688391
781.940918,240,1031.54957
1496.253476,240,1034.442618
888.500987,240,1037.344009
987.185244,240,1040.268342
985.11693,240,1043.106364
676.288502,240,1046.003525
889.404776,240,1048.863788
1087.091201,240,1051.797927
791.244103,240,1054.696156
577.589375,240,1057.596342
582.192369,240,1060.562593
888.38112,240,1063.442663
1091.266861,240,1066.300922
881.032225,240,1069.215213
577.68792,240,1072.130312
885.123983,240,1075.108526
884.110709,240,1077.971643
884.46233,240,1080.864953
888.271211,240,1083.753026
780.976172,240,1086.647189
687.028977,240,1089.559521
995.993861,240,1092.464832
990.769817,240,1095.327897
986.842655,240,1098.349128
783.407357,240,1101.278328
683.582935,240,1104.212446
586.290899,240,1107.128707
881.860771,240,1110.03691
887.051761,240,1112.903046
1188.881834,240,1115.794235
994.1841,240,1118.696921
777.051442,240,1121.555667
795.879462,240,1124.464795
1087.350699,240,1127.350024
1092.610488,240,1130.216196
782.805344,240,1133.079394
886.244566,240,1136.008666
880.801347,240,1138.907878
884.897647,240,1141.78908
783.154475,240,1144.641244
686.879145,240,1147.560399
1387.837581,240,1150.397627
774.584224,240,1153.275786
786.493904,240,1156.212966
584.158795,240,1159.220176
578.051769,240,1162.220155
1187.136901,240,1165.223996
886.143251,240,1168.322971
1086.870418,240,1171.250952
889.085392,240,1174.15321
785.010143,240,1177.00836
1187.298867,240,1179.874631
984.675263,240,1182.795811
984.517422,240,1185.694998
689.452557,240,1188.535161
980.903108,240,1191.50433
882.388409,240,1194.391534
1089.494628,240,1197.32779
1089.772061,240,1200.213926
686.377098,240,1203.119165
986.882201,240,1206.036425
984.174187,240,1208.996531
693.635949,240,1211.851752
990.905505,240,1214.754001
982.525377,240,1217.680916
884.45633,240,1220.630319
780.242595,240,1223.5975
1090.638207,240,1226.489725
783.780794,240,1229.437937
776.900417,240,1232.399135
1091.785243,240,1235.293231
885.004832,240,1238.191548
990.799513,240,1241.145682
688.486019,240,1244.058969
882.319119,240,1246.931288
783.499201,240,1249.923316
1083.246423,240,1252.840521
987.75468,240,1255.72668
882.332226,240,1258.660921
884.170162,240,1261.625064
683.697101,240,1264.543266
991.679703,240,1267.452451
983.878405,240,1270.392683
689.496214,240,1273.261865
685.695263,240,1276.116091
780.895025,240,1279.080793
776.230511,240,1281.955452
783.468254,240,1284.856641
886.352263,240,1287.73836
883.434527,240,1290.62403
883.280445,240,1293.526206
780.592462,240,1296.447418
686.469357,240,1299.354581
676.695868,240,1302.242808
691.814213,240,1305.092971
885.196523,240,1308.019214
989.532088,240,1310.876392
686.497511,240,1313.782582
788.346851,240,1316.674757
571.754103,240,1319.558962
982.513366,240,1322.478157
684.2221,240,1325.376353
788.907092,240,1328.293618
788.393982,240,1331.175779
1090.240447,240,1334.123918
984.949915,240,1337.058086
1081.167316,240,1339.985404
681.324108,240,1342.945598
883.624089,240,1345.857728
1188.682543,240,1348.734977
1082.70333,240,1351.644215
784.193158,240,1354.537191
1392.91222,240,1357.433549
1083.048145,240,1360.385773
780.750479,240,1363.255938
792.954781,240,1366.148042
985.607015,240,1369.075332
1088.212888,240,1371.976542
1089.500857,240,1374.89771
680.227366,240,1377.847908
983.476224,240,1380.700811
1090.362695,240,1383.557215
1188.28039,240,1386.468482
981.65654,240,1389.336646
590.899959,240,1392.231963
879.35133,240,1395.121041
687.211574,240,1398.057217
990.855484,240,1400.989438
886.236645,240,1403.881653
1089.806792,240,1406.769869
