#{"t_start": 1767764794.471366, "env_id": null}
r,l,t
-1010.969513,50,0.019033
-1013.318562,40,0.030016
978.339384,240,2.914251
990.135424,240,5.808493
578.539847,240,8.850712
1091.867156,240,11.781883
783.409166,240,14.671049
687.513209,240,17.686256
1192.624883,240,20.67543
989.684763,240,23.61067
659.014109,240,26.584833
775.868104,240,29.601073
1094.379521,240,32.557259
1091.009037,240,35.519461
582.069189,240,38.499656
589.211655,240,41.467942
686.979716,240,44.44707
877.056058,240,47.405248
680.823259,240,50.365508
489.101168,240,53.355639
782.73725,240,56.331861
1191.987494,240,59.243089
787.312823,240,62.24933
777.058753,240,65.271451
1188.737586,240,68.270717
1187.781445,240,71.234884
781.562919,240,74.206088
883.706452,240,77.15832
979.589366,240,80.117522
981.445282,240,83.025624
1084.127962,240,86.055104
1389.896496,240,89.078058
585.895936,240,92.050139
1087.923591,240,94.97549
1292.807308,240,97.998666
985.17517,240,101.048857
1287.508815,240,103.978078
1086.642862,240,106.972302
779.147445,240,109.865703
1088.400822,240,112.823669
977.892184,240,115.801926
1086.22808,240,118.829082
595.548111,240,121.8044
986.695474,240,124.804497
1087.894348,240,127.893768
895.092017,240,130.89293
984.88049,240,133.849123
983.006727,240,136.745322
575.410696,240,139.766461
779.950896,240,142.775675
1086.026037,240,145.75093
1089.001632,240,148.716154
988.943849,240,151.698344
776.323342,240,154.692465
383.029422,240,157.705783
1386.912819,240,160.692947
1187.889046,240,163.671133
794.761887,240,166.633266
885.972603,240,169.621524
1092.311631,240,172.651736
1393.68708,240,175.683954
378.665372,240,178.671163
880.715961,240,181.670385
883.519146,240,184.673544
980.519294,240,187.723782
1088.311999,240,190.691917
788.338467,240,193.667167
793.059827,240,196.680372
1694.354219,240,199.693515
587.510209,240,202.683668
987.318158,240,205.649933
1494.144944,240,208.665154
890.309439,240,211.66834
783.896955,240,214.662522
782.676675,240,217.622795
780.587764,240,220.579535
784.885174,240,223.583192
886.883338,240,226.57559
1388.914563,240,229.557698
1088.396971,240,232.556751
1188.382354,240,235.458958
781.439117,240,238.449148
1291.084635,240,241.393484
